FUND CASH ACCT SEQ,INVST PLAN ARR SEQ,ACCT CASH FUND,ACCT CASH FUND TYPE CDE,CCY ACCT CASH FUND CDE,LAST INGESTION TIMESTAMP,PRM_LNE_OF_BUS_CDE_FILTER,CTRY_CDE_FILTER,ENTITY_CDE_FILTER
152652,6356996,410000,56700E,9250, Current_timestamp(), 154ud338, SAP10823, 57SAT305
152653,6356997,410000,56700E,9251, Current_timestamp(), 154ud339, SAP10824, 57SAT306
152654,6356998,410000,56700E,9252, Current_timestamp(), 154ud340, SAP10825, 57SAT307
152655,6356999,410000,56700E,9253, Current_timestamp(), 154ud341, SAP10826, 57SAT308
152656,6357000,410000,56700E,9254, Current_timestamp(), 154ud342, SAP10827, 57SAT309
152657,6357001,410000,56700E,9255, Current_timestamp(), 154ud343, SAP10828, 57SAT310
152658,6357002,410000,56700E,9256, Current_timestamp(), 154ud344, SAP10829, 57SAT311
152659,6357003,410000,56700E,9257, Current_timestamp(), 154ud345, SAP10830, 57SAT312
152660,6357004,410000,56700E,9258, Current_timestamp(), 154ud346, SAP10831, 57SAT313
152661,6357005,410000,56700E,9259, Current_timestamp(), 154ud347, SAP10832, 57SAT314
152662,6357006,410000,56700E,9260, Current_timestamp(), 154ud348, SAP10833, 57SAT315
152663,6357007,410000,56700E,9261, Current_timestamp(), 154ud349, SAP10834, 57SAT316
152664,6357008,410000,56700E,9262, Current_timestamp(), 154ud350, SAP10835, 57SAT317
152665,6357009,410000,56700E,9263, Current_timestamp(), 154ud351, SAP10836, 57SAT318
152666,6357010,410000,56700E,9264, Current_timestamp(), 154ud352, SAP10837, 57SAT319
152667,6357011,410000,56700E,9265, Current_timestamp(), 154ud353, SAP10838, 57SAT320
152668,6357012,410000,56700E,9266, Current_timestamp(), 154ud354, SAP10839, 57SAT321
152669,6357013,410000,56700E,9267, Current_timestamp(), 154ud355, SAP10840, 57SAT322
152670,6357014,410000,56700E,9268, Current_timestamp(), 154ud356, SAP10841, 57SAT323
152671,6357015,410000,56700E,9269, Current_timestamp(), 154ud357, SAP10842, 57SAT324
152672,6357016,410000,56700E,9270, Current_timestamp(), 154ud358, SAP10843, 57SAT325
152673,6357017,410000,56700E,9271, Current_timestamp(), 154ud359, SAP10844, 57SAT326
152674,6357018,410000,56700E,9272, Current_timestamp(), 154ud360, SAP10845, 57SAT327
152675,6357019,410000,56700E,9273, Current_timestamp(), 154ud361, SAP10846, 57SAT328
152676,6357020,410000,56700E,9274, Current_timestamp(), 154ud362, SAP10847, 57SAT329
152677,6357021,410000,56700E,9275, Current_timestamp(), 154ud363, SAP10848, 57SAT330
152678,6357022,410000,56700E,9276, Current_timestamp(), 154ud364, SAP10849, 57SAT331
152679,6357023,410000,56700E,9277, Current_timestamp(), 154ud365, SAP10850, 57SAT332
152680,6357024,410000,56700E,9278, Current_timestamp(), 154ud366, SAP10851, 57SAT333
152681,6357025,410000,56700E,9279, Current_timestamp(), 154ud367, SAP10852, 57SAT334
152682,6357026,410000,56700E,9280, Current_timestamp(), 154ud368, SAP10853, 57SAT335
152683,6357027,410000,56700E,9281, Current_timestamp(), 154ud369, SAP10854, 57SAT336
152684,6357028,410000,56700E,9282, Current_timestamp(), 154ud370, SAP10855, 57SAT337
152685,6357029,410000,56700E,9283, Current_timestamp(), 154ud371, SAP10856, 57SAT338
152686,6357030,410000,56700E,9284, Current_timestamp(), 154ud372, SAP10857, 57SAT339
152687,6357031,410000,56700E,9285, Current_timestamp(), 154ud373, SAP10858, 57SAT340
152688,6357032,410000,56700E,9286, Current_timestamp(), 154ud374, SAP10859, 57SAT341
152689,6357033,410000,56700E,9287, Current_timestamp(), 154ud375, SAP10860, 57SAT342
152690,6357034,410000,56700E,9288, Current_timestamp(), 154ud376, SAP10861, 57SAT343
152691,6357035,410000,56700E,9289, Current_timestamp(), 154ud377, SAP10862, 57SAT344
152692,6357036,410000,56700E,9290, Current_timestamp(), 154ud378, SAP10863, 57SAT345
152693,6357037,410000,56700E,9291, Current_timestamp(), 154ud379, SAP10864, 57SAT346
152694,6357038,410000,56700E,9292, Current_timestamp(), 154ud380, SAP10865, 57SAT347
152695,6357039,410000,56700E,9293, Current_timestamp(), 154ud381, SAP10866, 57SAT348
152696,6357040,410000,56700E,9294, Current_timestamp(), 154ud382, SAP10867, 57SAT349
152697,6357041,410000,56700E,9295, Current_timestamp(), 154ud383, SAP10868, 57SAT350
152698,6357042,410000,56700E,9296, Current_timestamp(), 154ud384, SAP10869, 57SAT351
152699,6357043,410000,56700E,9297, Current_timestamp(), 154ud385, SAP10870, 57SAT352
152700,6357044,410000,56700E,9298, Current_timestamp(), 154ud386, SAP10871, 57SAT353
152701,6357045,410000,56700E,9299, Current_timestamp(), 154ud387, SAP10872, 57SAT354
152702,6357046,410000,56700E,9300, Current_timestamp(), 154ud388, SAP10873, 57SAT355
152703,6357047,410000,56700E,9301, Current_timestamp(), 154ud389, SAP10874, 57SAT356
152704,6357048,410000,56700E,9302, Current_timestamp(), 154ud390, SAP10875, 57SAT357
152705,6357049,410000,56700E,9303, Current_timestamp(), 154ud391, SAP10876, 57SAT358
152706,6357050,410000,56700E,9304, Current_timestamp(), 154ud392, SAP10877, 57SAT359
152707,6357051,410000,56700E,9305, Current_timestamp(), 154ud393, SAP10878, 57SAT360
152708,6357052,410000,56700E,9306, Current_timestamp(), 154ud394, SAP10879, 57SAT361
152709,6357053,410000,56700E,9307, Current_timestamp(), 154ud395, SAP10880, 57SAT362
152710,6357054,410000,56700E,9308, Current_timestamp(), 154ud396, SAP10881, 57SAT363
152711,6357055,410000,56700E,9309, Current_timestamp(), 154ud397, SAP10882, 57SAT364
152712,6357056,410000,56700E,9310, Current_timestamp(), 154ud398, SAP10883, 57SAT365
152713,6357057,410000,56700E,9311, Current_timestamp(), 154ud399, SAP10884, 57SAT366
152714,6357058,410000,56700E,9312, Current_timestamp(), 154ud400, SAP10885, 57SAT367
152715,6357059,410000,56700E,9313, Current_timestamp(), 154ud401, SAP10886, 57SAT368
152716,6357060,410000,56700E,9314, Current_timestamp(), 154ud402, SAP10887, 57SAT369
152717,6357061,410000,56700E,9315, Current_timestamp(), 154ud403, SAP10888, 57SAT370
152718,6357062,410000,56700E,9316, Current_timestamp(), 154ud404, SAP10889, 57SAT371
152719,6357063,410000,56700E,9317, Current_timestamp(), 154ud405, SAP10890, 57SAT372
152720,6357064,410000,56700E,9318, Current_timestamp(), 154ud406, SAP10891, 57SAT373
152721,6357065,410000,56700E,9319, Current_timestamp(), 154ud407, SAP10892, 57SAT374
152722,6357066,410000,56700E,9320, Current_timestamp(), 154ud408, SAP10893, 57SAT375
152723,6357067,410000,56700E,9321, Current_timestamp(), 154ud409, SAP10894, 57SAT376
152724,6357068,410000,56700E,9322, Current_timestamp(), 154ud410, SAP10895, 57SAT377
152725,6357069,410000,56700E,9323, Current_timestamp(), 154ud411, SAP10896, 57SAT378
152726,6357070,410000,56700E,9324, Current_timestamp(), 154ud412, SAP10897, 57SAT379
152727,6357071,410000,56700E,9325, Current_timestamp(), 154ud413, SAP10898, 57SAT380
152728,6357072,410000,56700E,9326, Current_timestamp(), 154ud414, SAP10899, 57SAT381
152729,6357073,410000,56700E,9327, Current_timestamp(), 154ud415, SAP10900, 57SAT382
152730,6357074,410000,56700E,9328, Current_timestamp(), 154ud416, SAP10901, 57SAT383
152731,6357075,410000,56700E,9329, Current_timestamp(), 154ud417, SAP10902, 57SAT384
152732,6357076,410000,56700E,9330, Current_timestamp(), 154ud418, SAP10903, 57SAT385
152733,6357077,410000,56700E,9331, Current_timestamp(), 154ud419, SAP10904, 57SAT386
152734,6357078,410000,56700E,9332, Current_timestamp(), 154ud420, SAP10905, 57SAT387
152735,6357079,410000,56700E,9333, Current_timestamp(), 154ud421, SAP10906, 57SAT388
152736,6357080,410000,56700E,9334, Current_timestamp(), 154ud422, SAP10907, 57SAT389
152737,6357081,410000,56700E,9335, Current_timestamp(), 154ud423, SAP10908, 57SAT390
152738,6357082,410000,56700E,9336, Current_timestamp(), 154ud424, SAP10909, 57SAT391
152739,6357083,410000,56700E,9337, Current_timestamp(), 154ud425, SAP10910, 57SAT392
152740,6357084,410000,56700E,9338, Current_timestamp(), 154ud426, SAP10911, 57SAT393
152741,6357085,410000,56700E,9339, Current_timestamp(), 154ud427, SAP10912, 57SAT394
152742,6357086,410000,56700E,9340, Current_timestamp(), 154ud428, SAP10913, 57SAT395
152743,6357087,410000,56700E,9341, Current_timestamp(), 154ud429, SAP10914, 57SAT396
152744,6357088,410000,56700E,9342, Current_timestamp(), 154ud430, SAP10915, 57SAT397
152745,6357089,410000,56700E,9343, Current_timestamp(), 154ud431, SAP10916, 57SAT398
152746,6357090,410000,56700E,9344, Current_timestamp(), 154ud432, SAP10917, 57SAT399
152747,6357091,410000,56700E,9345, Current_timestamp(), 154ud433, SAP10918, 57SAT400
152748,6357092,410000,56700E,9346, Current_timestamp(), 154ud434, SAP10919, 57SAT401
152749,6357093,410000,56700E,9347, Current_timestamp(), 154ud435, SAP10920, 57SAT402
152750,6357094,410000,56700E,9348, Current_timestamp(), 154ud436, SAP10921, 57SAT403
152751,6357095,410000,56700E,9349, Current_timestamp(), 154ud437, SAP10922, 57SAT404
152752,6357096,410000,56700E,9350, Current_timestamp(), 154ud438, SAP10923, 57SAT405
152753,6357097,410000,56700E,9351, Current_timestamp(), 154ud439, SAP10924, 57SAT406
152754,6357098,410000,56700E,9352, Current_timestamp(), 154ud440, SAP10925, 57SAT407
152755,6357099,410000,56700E,9353, Current_timestamp(), 154ud441, SAP10926, 57SAT408
152756,6357100,410000,56700E,9354, Current_timestamp(), 154ud442, SAP10927, 57SAT409
152757,6357101,410000,56700E,9355, Current_timestamp(), 154ud443, SAP10928, 57SAT410
152758,6357102,410000,56700E,9356, Current_timestamp(), 154ud444, SAP10929, 57SAT411
152759,6357103,410000,56700E,9357, Current_timestamp(), 154ud445, SAP10930, 57SAT412
152760,6357104,410000,56700E,9358, Current_timestamp(), 154ud446, SAP10931, 57SAT413
152761,6357105,410000,56700E,9359, Current_timestamp(), 154ud447, SAP10932, 57SAT414
152762,6357106,410000,56700E,9360, Current_timestamp(), 154ud448, SAP10933, 57SAT415
152763,6357107,410000,56700E,9361, Current_timestamp(), 154ud449, SAP10934, 57SAT416
152764,6357108,410000,56700E,9362, Current_timestamp(), 154ud450, SAP10935, 57SAT417
152765,6357109,410000,56700E,9363, Current_timestamp(), 154ud451, SAP10936, 57SAT418
152766,6357110,410000,56700E,9364, Current_timestamp(), 154ud452, SAP10937, 57SAT419
152767,6357111,410000,56700E,9365, Current_timestamp(), 154ud453, SAP10938, 57SAT420
152768,6357112,410000,56700E,9366, Current_timestamp(), 154ud454, SAP10939, 57SAT421
152769,6357113,410000,56700E,9367, Current_timestamp(), 154ud455, SAP10940, 57SAT422
152770,6357114,410000,56700E,9368, Current_timestamp(), 154ud456, SAP10941, 57SAT423
152771,6357115,410000,56700E,9369, Current_timestamp(), 154ud457, SAP10942, 57SAT424
152772,6357116,410000,56700E,9370, Current_timestamp(), 154ud458, SAP10943, 57SAT425
152773,6357117,410000,56700E,9371, Current_timestamp(), 154ud459, SAP10944, 57SAT426
152774,6357118,410000,56700E,9372, Current_timestamp(), 154ud460, SAP10945, 57SAT427
152775,6357119,410000,56700E,9373, Current_timestamp(), 154ud461, SAP10946, 57SAT428
152776,6357120,410000,56700E,9374, Current_timestamp(), 154ud462, SAP10947, 57SAT429
152777,6357121,410000,56700E,9375, Current_timestamp(), 154ud463, SAP10948, 57SAT430
152778,6357122,410000,56700E,9376, Current_timestamp(), 154ud464, SAP10949, 57SAT431
152779,6357123,410000,56700E,9377, Current_timestamp(), 154ud465, SAP10950, 57SAT432
152780,6357124,410000,56700E,9378, Current_timestamp(), 154ud466, SAP10951, 57SAT433
152781,6357125,410000,56700E,9379, Current_timestamp(), 154ud467, SAP10952, 57SAT434
152782,6357126,410000,56700E,9380, Current_timestamp(), 154ud468, SAP10953, 57SAT435
152783,6357127,410000,56700E,9381, Current_timestamp(), 154ud469, SAP10954, 57SAT436
152784,6357128,410000,56700E,9382, Current_timestamp(), 154ud470, SAP10955, 57SAT437
152785,6357129,410000,56700E,9383, Current_timestamp(), 154ud471, SAP10956, 57SAT438
152786,6357130,410000,56700E,9384, Current_timestamp(), 154ud472, SAP10957, 57SAT439
152787,6357131,410000,56700E,9385, Current_timestamp(), 154ud473, SAP10958, 57SAT440
152788,6357132,410000,56700E,9386, Current_timestamp(), 154ud474, SAP10959, 57SAT441
152789,6357133,410000,56700E,9387, Current_timestamp(), 154ud475, SAP10960, 57SAT442
152790,6357134,410000,56700E,9388, Current_timestamp(), 154ud476, SAP10961, 57SAT443
152791,6357135,410000,56700E,9389, Current_timestamp(), 154ud477, SAP10962, 57SAT444
152792,6357136,410000,56700E,9390, Current_timestamp(), 154ud478, SAP10963, 57SAT445
152793,6357137,410000,56700E,9391, Current_timestamp(), 154ud479, SAP10964, 57SAT446
152794,6357138,410000,56700E,9392, Current_timestamp(), 154ud480, SAP10965, 57SAT447
152795,6357139,410000,56700E,9393, Current_timestamp(), 154ud481, SAP10966, 57SAT448
152796,6357140,410000,56700E,9394, Current_timestamp(), 154ud482, SAP10967, 57SAT449
152797,6357141,410000,56700E,9395, Current_timestamp(), 154ud483, SAP10968, 57SAT450
152798,6357142,410000,56700E,9396, Current_timestamp(), 154ud484, SAP10969, 57SAT451
152799,6357143,410000,56700E,9397, Current_timestamp(), 154ud485, SAP10970, 57SAT452
152800,6357144,410000,56700E,9398, Current_timestamp(), 154ud486, SAP10971, 57SAT453
152801,6357145,410000,56700E,9399, Current_timestamp(), 154ud487, SAP10972, 57SAT454
152802,6357146,410000,56700E,9400, Current_timestamp(), 154ud488, SAP10973, 57SAT455
152803,6357147,410000,56700E,9401, Current_timestamp(), 154ud489, SAP10974, 57SAT456
152804,6357148,410000,56700E,9402, Current_timestamp(), 154ud490, SAP10975, 57SAT457
152805,6357149,410000,56700E,9403, Current_timestamp(), 154ud491, SAP10976, 57SAT458
152806,6357150,410000,56700E,9404, Current_timestamp(), 154ud492, SAP10977, 57SAT459
152807,6357151,410000,56700E,9405, Current_timestamp(), 154ud493, SAP10978, 57SAT460
152808,6357152,410000,56700E,9406, Current_timestamp(), 154ud494, SAP10979, 57SAT461
152809,6357153,410000,56700E,9407, Current_timestamp(), 154ud495, SAP10980, 57SAT462
152810,6357154,410000,56700E,9408, Current_timestamp(), 154ud496, SAP10981, 57SAT463
152811,6357155,410000,56700E,9409, Current_timestamp(), 154ud497, SAP10982, 57SAT464
152812,6357156,410000,56700E,9410, Current_timestamp(), 154ud498, SAP10983, 57SAT465
152813,6357157,410000,56700E,9411, Current_timestamp(), 154ud499, SAP10984, 57SAT466
152814,6357158,410000,56700E,9412, Current_timestamp(), 154ud500, SAP10985, 57SAT467
152815,6357159,410000,56700E,9413, Current_timestamp(), 154ud501, SAP10986, 57SAT468
152816,6357160,410000,56700E,9414, Current_timestamp(), 154ud502, SAP10987, 57SAT469
152817,6357161,410000,56700E,9415, Current_timestamp(), 154ud503, SAP10988, 57SAT470
152818,6357162,410000,56700E,9416, Current_timestamp(), 154ud504, SAP10989, 57SAT471
152819,6357163,410000,56700E,9417, Current_timestamp(), 154ud505, SAP10990, 57SAT472
152820,6357164,410000,56700E,9418, Current_timestamp(), 154ud506, SAP10991, 57SAT473
152821,6357165,410000,56700E,9419, Current_timestamp(), 154ud507, SAP10992, 57SAT474
152822,6357166,410000,56700E,9420, Current_timestamp(), 154ud508, SAP10993, 57SAT475
152823,6357167,410000,56700E,9421, Current_timestamp(), 154ud509, SAP10994, 57SAT476
152824,6357168,410000,56700E,9422, Current_timestamp(), 154ud510, SAP10995, 57SAT477
152825,6357169,410000,56700E,9423, Current_timestamp(), 154ud511, SAP10996, 57SAT478
152826,6357170,410000,56700E,9424, Current_timestamp(), 154ud512, SAP10997, 57SAT479
152827,6357171,410000,56700E,9425, Current_timestamp(), 154ud513, SAP10998, 57SAT480
152828,6357172,410000,56700E,9426, Current_timestamp(), 154ud514, SAP10999, 57SAT481
152829,6357173,410000,56700E,9427, Current_timestamp(), 154ud515, SAP11000, 57SAT482
152830,6357174,410000,56700E,9428, Current_timestamp(), 154ud516, SAP11001, 57SAT483
152831,6357175,410000,56700E,9429, Current_timestamp(), 154ud517, SAP11002, 57SAT484
152832,6357176,410000,56700E,9430, Current_timestamp(), 154ud518, SAP11003, 57SAT485
152833,6357177,410000,56700E,9431, Current_timestamp(), 154ud519, SAP11004, 57SAT486
152834,6357178,410000,56700E,9432, Current_timestamp(), 154ud520, SAP11005, 57SAT487
152835,6357179,410000,56700E,9433, Current_timestamp(), 154ud521, SAP11006, 57SAT488
152836,6357180,410000,56700E,9434, Current_timestamp(), 154ud522, SAP11007, 57SAT489
152837,6357181,410000,56700E,9435, Current_timestamp(), 154ud523, SAP11008, 57SAT490
152838,6357182,410000,56700E,9436, Current_timestamp(), 154ud524, SAP11009, 57SAT491
152839,6357183,410000,56700E,9437, Current_timestamp(), 154ud525, SAP11010, 57SAT492
152840,6357184,410000,56700E,9438, Current_timestamp(), 154ud526, SAP11011, 57SAT493
152841,6357185,410000,56700E,9439, Current_timestamp(), 154ud527, SAP11012, 57SAT494
152842,6357186,410000,56700E,9440, Current_timestamp(), 154ud528, SAP11013, 57SAT495
152843,6357187,410000,56700E,9441, Current_timestamp(), 154ud529, SAP11014, 57SAT496
152844,6357188,410000,56700E,9442, Current_timestamp(), 154ud530, SAP11015, 57SAT497
152845,6357189,410000,56700E,9443, Current_timestamp(), 154ud531, SAP11016, 57SAT498
152846,6357190,410000,56700E,9444, Current_timestamp(), 154ud532, SAP11017, 57SAT499
152847,6357191,410000,56700E,9445, Current_timestamp(), 154ud533, SAP11018, 57SAT500
152848,6357192,410000,56700E,9446, Current_timestamp(), 154ud534, SAP11019, 57SAT501
152849,6357193,410000,56700E,9447, Current_timestamp(), 154ud535, SAP11020, 57SAT502
152850,6357194,410000,56700E,9448, Current_timestamp(), 154ud536, SAP11021, 57SAT503
152851,6357195,410000,56700E,9449, Current_timestamp(), 154ud537, SAP11022, 57SAT504
152852,6357196,410000,56700E,9450, Current_timestamp(), 154ud538, SAP11023, 57SAT505
152853,6357197,410000,56700E,9451, Current_timestamp(), 154ud539, SAP11024, 57SAT506
152854,6357198,410000,56700E,9452, Current_timestamp(), 154ud540, SAP11025, 57SAT507
152855,6357199,410000,56700E,9453, Current_timestamp(), 154ud541, SAP11026, 57SAT508
152856,6357200,410000,56700E,9454, Current_timestamp(), 154ud542, SAP11027, 57SAT509
152857,6357201,410000,56700E,9455, Current_timestamp(), 154ud543, SAP11028, 57SAT510
152858,6357202,410000,56700E,9456, Current_timestamp(), 154ud544, SAP11029, 57SAT511
152859,6357203,410000,56700E,9457, Current_timestamp(), 154ud545, SAP11030, 57SAT512
152860,6357204,410000,56700E,9458, Current_timestamp(), 154ud546, SAP11031, 57SAT513
152861,6357205,410000,56700E,9459, Current_timestamp(), 154ud547, SAP11032, 57SAT514
152862,6357206,410000,56700E,9460, Current_timestamp(), 154ud548, SAP11033, 57SAT515
152863,6357207,410000,56700E,9461, Current_timestamp(), 154ud549, SAP11034, 57SAT516
152864,6357208,410000,56700E,9462, Current_timestamp(), 154ud550, SAP11035, 57SAT517
152865,6357209,410000,56700E,9463, Current_timestamp(), 154ud551, SAP11036, 57SAT518
152866,6357210,410000,56700E,9464, Current_timestamp(), 154ud552, SAP11037, 57SAT519
152867,6357211,410000,56700E,9465, Current_timestamp(), 154ud553, SAP11038, 57SAT520
152868,6357212,410000,56700E,9466, Current_timestamp(), 154ud554, SAP11039, 57SAT521
152869,6357213,410000,56700E,9467, Current_timestamp(), 154ud555, SAP11040, 57SAT522
152870,6357214,410000,56700E,9468, Current_timestamp(), 154ud556, SAP11041, 57SAT523
152871,6357215,410000,56700E,9469, Current_timestamp(), 154ud557, SAP11042, 57SAT524
152872,6357216,410000,56700E,9470, Current_timestamp(), 154ud558, SAP11043, 57SAT525
152873,6357217,410000,56700E,9471, Current_timestamp(), 154ud559, SAP11044, 57SAT526
152874,6357218,410000,56700E,9472, Current_timestamp(), 154ud560, SAP11045, 57SAT527
152875,6357219,410000,56700E,9473, Current_timestamp(), 154ud561, SAP11046, 57SAT528
152876,6357220,410000,56700E,9474, Current_timestamp(), 154ud562, SAP11047, 57SAT529
152877,6357221,410000,56700E,9475, Current_timestamp(), 154ud563, SAP11048, 57SAT530
152878,6357222,410000,56700E,9476, Current_timestamp(), 154ud564, SAP11049, 57SAT531
152879,6357223,410000,56700E,9477, Current_timestamp(), 154ud565, SAP11050, 57SAT532
152880,6357224,410000,56700E,9478, Current_timestamp(), 154ud566, SAP11051, 57SAT533
152881,6357225,410000,56700E,9479, Current_timestamp(), 154ud567, SAP11052, 57SAT534
152882,6357226,410000,56700E,9480, Current_timestamp(), 154ud568, SAP11053, 57SAT535
152883,6357227,410000,56700E,9481, Current_timestamp(), 154ud569, SAP11054, 57SAT536
152884,6357228,410000,56700E,9482, Current_timestamp(), 154ud570, SAP11055, 57SAT537
152885,6357229,410000,56700E,9483, Current_timestamp(), 154ud571, SAP11056, 57SAT538
152886,6357230,410000,56700E,9484, Current_timestamp(), 154ud572, SAP11057, 57SAT539
152887,6357231,410000,56700E,9485, Current_timestamp(), 154ud573, SAP11058, 57SAT540
152888,6357232,410000,56700E,9486, Current_timestamp(), 154ud574, SAP11059, 57SAT541
152889,6357233,410000,56700E,9487, Current_timestamp(), 154ud575, SAP11060, 57SAT542
152890,6357234,410000,56700E,9488, Current_timestamp(), 154ud576, SAP11061, 57SAT543
152891,6357235,410000,56700E,9489, Current_timestamp(), 154ud577, SAP11062, 57SAT544
152892,6357236,410000,56700E,9490, Current_timestamp(), 154ud578, SAP11063, 57SAT545
152893,6357237,410000,56700E,9491, Current_timestamp(), 154ud579, SAP11064, 57SAT546
152894,6357238,410000,56700E,9492, Current_timestamp(), 154ud580, SAP11065, 57SAT547
152895,6357239,410000,56700E,9493, Current_timestamp(), 154ud581, SAP11066, 57SAT548
152896,6357240,410000,56700E,9494, Current_timestamp(), 154ud582, SAP11067, 57SAT549
152897,6357241,410000,56700E,9495, Current_timestamp(), 154ud583, SAP11068, 57SAT550
152898,6357242,410000,56700E,9496, Current_timestamp(), 154ud584, SAP11069, 57SAT551
152899,6357243,410000,56700E,9497, Current_timestamp(), 154ud585, SAP11070, 57SAT552
152900,6357244,410000,56700E,9498, Current_timestamp(), 154ud586, SAP11071, 57SAT553
152901,6357245,410000,56700E,9499, Current_timestamp(), 154ud587, SAP11072, 57SAT554
152902,6357246,410000,56700E,9500, Current_timestamp(), 154ud588, SAP11073, 57SAT555
152903,6357247,410000,56700E,9501, Current_timestamp(), 154ud589, SAP11074, 57SAT556
152904,6357248,410000,56700E,9502, Current_timestamp(), 154ud590, SAP11075, 57SAT557
152905,6357249,410000,56700E,9503, Current_timestamp(), 154ud591, SAP11076, 57SAT558
152906,6357250,410000,56700E,9504, Current_timestamp(), 154ud592, SAP11077, 57SAT559
152907,6357251,410000,56700E,9505, Current_timestamp(), 154ud593, SAP11078, 57SAT560
152908,6357252,410000,56700E,9506, Current_timestamp(), 154ud594, SAP11079, 57SAT561
152909,6357253,410000,56700E,9507, Current_timestamp(), 154ud595, SAP11080, 57SAT562
152910,6357254,410000,56700E,9508, Current_timestamp(), 154ud596, SAP11081, 57SAT563
152911,6357255,410000,56700E,9509, Current_timestamp(), 154ud597, SAP11082, 57SAT564
152912,6357256,410000,56700E,9510, Current_timestamp(), 154ud598, SAP11083, 57SAT565
152913,6357257,410000,56700E,9511, Current_timestamp(), 154ud599, SAP11084, 57SAT566
152914,6357258,410000,56700E,9512, Current_timestamp(), 154ud600, SAP11085, 57SAT567
152915,6357259,410000,56700E,9513, Current_timestamp(), 154ud601, SAP11086, 57SAT568
152916,6357260,410000,56700E,9514, Current_timestamp(), 154ud602, SAP11087, 57SAT569
152917,6357261,410000,56700E,9515, Current_timestamp(), 154ud603, SAP11088, 57SAT570
152918,6357262,410000,56700E,9516, Current_timestamp(), 154ud604, SAP11089, 57SAT571
152919,6357263,410000,56700E,9517, Current_timestamp(), 154ud605, SAP11090, 57SAT572
152920,6357264,410000,56700E,9518, Current_timestamp(), 154ud606, SAP11091, 57SAT573
152921,6357265,410000,56700E,9519, Current_timestamp(), 154ud607, SAP11092, 57SAT574
152922,6357266,410000,56700E,9520, Current_timestamp(), 154ud608, SAP11093, 57SAT575
152923,6357267,410000,56700E,9521, Current_timestamp(), 154ud609, SAP11094, 57SAT576
152924,6357268,410000,56700E,9522, Current_timestamp(), 154ud610, SAP11095, 57SAT577
152925,6357269,410000,56700E,9523, Current_timestamp(), 154ud611, SAP11096, 57SAT578
152926,6357270,410000,56700E,9524, Current_timestamp(), 154ud612, SAP11097, 57SAT579
152927,6357271,410000,56700E,9525, Current_timestamp(), 154ud613, SAP11098, 57SAT580
152928,6357272,410000,56700E,9526, Current_timestamp(), 154ud614, SAP11099, 57SAT581
152929,6357273,410000,56700E,9527, Current_timestamp(), 154ud615, SAP11100, 57SAT582
152930,6357274,410000,56700E,9528, Current_timestamp(), 154ud616, SAP11101, 57SAT583
152931,6357275,410000,56700E,9529, Current_timestamp(), 154ud617, SAP11102, 57SAT584
152932,6357276,410000,56700E,9530, Current_timestamp(), 154ud618, SAP11103, 57SAT585
152933,6357277,410000,56700E,9531, Current_timestamp(), 154ud619, SAP11104, 57SAT586
152934,6357278,410000,56700E,9532, Current_timestamp(), 154ud620, SAP11105, 57SAT587
152935,6357279,410000,56700E,9533, Current_timestamp(), 154ud621, SAP11106, 57SAT588
152936,6357280,410000,56700E,9534, Current_timestamp(), 154ud622, SAP11107, 57SAT589
152937,6357281,410000,56700E,9535, Current_timestamp(), 154ud623, SAP11108, 57SAT590
152938,6357282,410000,56700E,9536, Current_timestamp(), 154ud624, SAP11109, 57SAT591
152939,6357283,410000,56700E,9537, Current_timestamp(), 154ud625, SAP11110, 57SAT592
152940,6357284,410000,56700E,9538, Current_timestamp(), 154ud626, SAP11111, 57SAT593
152941,6357285,410000,56700E,9539, Current_timestamp(), 154ud627, SAP11112, 57SAT594
152942,6357286,410000,56700E,9540, Current_timestamp(), 154ud628, SAP11113, 57SAT595
152943,6357287,410000,56700E,9541, Current_timestamp(), 154ud629, SAP11114, 57SAT596
152944,6357288,410000,56700E,9542, Current_timestamp(), 154ud630, SAP11115, 57SAT597
152945,6357289,410000,56700E,9543, Current_timestamp(), 154ud631, SAP11116, 57SAT598
152946,6357290,410000,56700E,9544, Current_timestamp(), 154ud632, SAP11117, 57SAT599
152947,6357291,410000,56700E,9545, Current_timestamp(), 154ud633, SAP11118, 57SAT600
152948,6357292,410000,56700E,9546, Current_timestamp(), 154ud634, SAP11119, 57SAT601
152949,6357293,410000,56700E,9547, Current_timestamp(), 154ud635, SAP11120, 57SAT602
152950,6357294,410000,56700E,9548, Current_timestamp(), 154ud636, SAP11121, 57SAT603
152951,6357295,410000,56700E,9549, Current_timestamp(), 154ud637, SAP11122, 57SAT604
152952,6357296,410000,56700E,9550, Current_timestamp(), 154ud638, SAP11123, 57SAT605
152953,6357297,410000,56700E,9551, Current_timestamp(), 154ud639, SAP11124, 57SAT606
152954,6357298,410000,56700E,9552, Current_timestamp(), 154ud640, SAP11125, 57SAT607
152955,6357299,410000,56700E,9553, Current_timestamp(), 154ud641, SAP11126, 57SAT608
152956,6357300,410000,56700E,9554, Current_timestamp(), 154ud642, SAP11127, 57SAT609
152957,6357301,410000,56700E,9555, Current_timestamp(), 154ud643, SAP11128, 57SAT610
152958,6357302,410000,56700E,9556, Current_timestamp(), 154ud644, SAP11129, 57SAT611
